entry_time,exit_time,type,entry_price,exit_price,pnl,reason,cum_pnl
2026-04-04 14:10:00,2026-04-04 14:35:00,BEAR,1176.66,1168.794431861287,31.46227255485246,TP,16361.139335448284
2026-04-04 14:50:00,2026-04-04 15:25:00,BULL,1165.48,1161.2135890895875,-17.06564364165024,SL,16344.073691806634
2026-04-04 15:30:00,2026-04-04 15:35:00,BULL,1163.99,1171.738406577704,30.99362631081567,TP,16375.06731811745
2026-04-04 15:40:00,2026-04-04 15:45:00,BEAR,1172.45,1164.4123331039186,32.150667584325674,TP,16407.217985701776
2026-04-04 16:10:00,2026-04-04 16:15:00,BEAR,1173.82,1165.6999518816287,32.48019247348475,TP,16439.698178175262
2026-04-04 16:25:00,2026-04-04 16:30:00,BULL,1164.2,1172.4747375058532,33.098950023412726,TP,16472.797128198676
2026-04-04 16:35:00,2026-04-04 16:40:00,BULL,1170.99,1166.6059093335755,-17.536362665698107,SL,16455.260765532978
2026-04-04 16:45:00,2026-04-04 17:05:00,BULL,1167.61,1175.9875125964356,33.51005038574294,TP,16488.77081591872
2026-04-04 17:10:00,2026-04-04 17:20:00,BULL,1178.52,1174.2941010510458,-16.903595795816727,SL,16471.867220122906
2026-04-04 17:45:00,2026-04-04 17:50:00,BULL,1175.12,1182.4552005031692,29.34080201267716,TP,16501.208022135583
2026-04-04 17:55:00,2026-04-04 18:00:00,BEAR,1182.73,1175.2091179334918,30.083528266032772,TP,16531.291550401616
2026-04-04 18:05:00,2026-04-04 18:20:00,BEAR,1173.24,1177.5677981119895,-17.311192447958092,SL,16513.98035795366
2026-04-04 18:35:00,2026-04-04 18:55:00,BULL,1171.52,1167.2872899382999,-16.93084024680047,SL,16497.04951770686
2026-04-04 19:00:00,2026-04-04 19:25:00,BULL,1168.04,1175.9917927840443,31.807171136177203,TP,16528.856688843036
2026-04-04 19:30:00,2026-04-04 19:50:00,BULL,1175.17,1182.4983801275616,29.313520510246235,TP,16558.17020935328
2026-04-04 19:55:00,2026-04-04 20:00:00,BULL,1182.37,1189.751191402211,29.524765608844064,TP,16587.694974962124
2026-04-04 20:05:00,2026-04-04 20:15:00,BULL,1190.2,1186.3438702251085,-15.424519099566169,SL,16572.270455862556
2026-04-04 20:25:00,2026-04-04 20:40:00,BULL,1184.87,1192.068556972822,28.794227891288756,TP,16601.064683753844
2026-04-04 20:45:00,2026-04-04 20:55:00,BEAR,1190.7,1183.6604954784264,28.15801808629476,TP,16629.22270184014
2026-04-04 21:00:00,2026-04-04 21:05:00,BULL,1182.48,1189.6876040210996,28.830416084398166,TP,16658.053117924537
